연번,사용일,적  요,금  액,"대상
(인)",사용처,"집행구분
(카드/현금)",
,9.22,5급 승진교육대상자 교육훈련 관련 업무관계자 만찬 간담,"292,000",8,땅끝마을,카드,
,9.23,세계청년축제 개최관련 업무관계자 만찬 간담,"140,000",4,아리랑한정식,카드,
,9.23,시정여론수렴 및 시정홍보 시출입기자 오찬 간담,"104,000",4,상무생복집,카드,
,9.26,내방인사 증정용 기념품 구입(청자녹차잔),"1,500,000",,진다리필공방,카드,
,9.26,건축주택과 업무추진상황점검 및 관계관 업무간담 오찬,"180,000",10,귀향정,카드,
,9.29,내방인사 증정용 기념품 구입(스카프),"500,000",,아트컴퍼니모이모,카드,
,9.29,시각장애인협회 관계자 업무협의 만찬 간담,"92,000",5,무등산닭불고기,카드,
,9.3,자치구 인사업무 관계자 업무협의 만찬 간담,"107,000",4,땅끝마을,카드,
,7.25,시민단체 관계자 오찬 간담회,"77,000",5,아리랑한정식,카드,
,7.26,문화예술단체 관계자 오찬 간담회,"150,000",5,경복궁,카드,
,7.27,에너지밸리 조성 관련 오찬 간담회,"120,000",8,자연밥상,카드,
,7.27,명소강품기업 육성 만찬 간담회,"240,000",8,경복궁,카드,
,7.28,디자인산업 육성 오찬 간담회,"122,000",7,계림,카드,
,8.1,시정여론 청취 및 시정홍보 언론사 관계자 만찬 간담,"355,000",9,신정,카드,
,8.2,시정현안 홍보 만찬 간담회,"480,000",15,명지원,카드,
,8.3,문화정책 논의 오찬 간담회,"243,000",12,범진,카드,
,8.3,시정현안 홍보 만찬 간담회,"260,000",8,조은날,카드,
,8.5,시의회 행정자치위원회 위원 업무협의 만찬간담,"225,000",6,미선,카드,
,8.5,환경정책 협의 오찬 간담회,"132,000",6,명품한우,카드,
,8.8,광복절 경축행사 홍보 오찬간담회,"480,000",16,솔잎품은장어,카드,
,8.8,자원봉사 관계자 만찬 간담회,"70,000",5,예촌,카드,
,8.9,인사위원회 업무추진상황 점검 및 업무협의 간담,"466,000",13,예지원,카드,
,8.9,시정현안사업 홍보 시 출입기자 오찬 간담,"60,000",4,한상차림,카드,
,8.9,광주형 일자리 창출 오찬 간담회,"162,000",6,백년미가,카드,
,8.9,인사위원회 참석자 업무협의 오찬 간담,"156,000",11,아리랑한정식,카드,
,8.13,수행원 격려 간담회,"31,000",3,옥천면옥,카드,
,8.16,민생현장 방문 관련 자치구 관계자 오찬 간담,"140,000",12,본촌생선구이,카드,
,8.17,자동차100만대 생산기지 조성 관련 업무관계자 만찬 간담,"60,000",3,다부,카드,
,8.17,청사방호 관련 정보기관 관계자 업무협의 오찬간담,"113,000",8,강의리추어탕,카드,
,8.18,시정홍보 오.만찬 간담회,"154,000",10,향초밥집외1,카드,
,8.25,호남권 잡월드 유치논의 만찬 간담회,"248,000",8,다부,카드,
,8.26,시정현안 협의 오.만찬 간담회,"110,800",11,아리랑한정식외 3,카드,
,7.4,자치행정국장실 내방객 제공 다과구입,"187,900",,로컬푸드,카드,
,7.8,준국장이상 인사발령에 따른 관계자 만찬 간담,"340,000",9,원양,카드,
,7.1,휴일근무자 격려 오찬 간담,"30,000",3,초야모밀,카드,
,7.18,국장실 일정관리등 업무추진 직원격려 오찬,"49,000",4,우리밀로칼국수,카드,
,7.2,자치행정국 현안업무 추진 직원 격려 간식 구입,"365,000",110,예다손,카드,
,7.27,기록물정보공개 심의 추진 관계자 격려 오찬,"175,000",9,신정,카드,
,6.24,지역경제 활성화 논의 오찬 간담회,"75,000",3,명송생복집,카드,
,6.29,수출기업육성 유관기관 관계자 만찬 간담회,"150,000",6,연한정식,카드,
,6.3,지역현안청취 오찬 간담회,"75,000",3,명송생복집,카드,
,7.1,하계U대회1주년 기념행사 개최 관련 유관기관 업무협조 만찬 간담,"145,000",6,해뜰날,카드,
,7.1,시정현안 홍보 만찬 간담회,"352,000",12,원양,카드,
,7.1,청사방호 관련 유관기관 관계자 업무협의 만찬,"173,000",6,낙지가좋아,카드,
,7.5,하계U대회1주년 기념행사 개최 관련 업무협조 오찬 간담,"325,000",18,상무정,카드,
,7.5,환경정책 논의 만찬 간담회,"170,000",6,아리랑한정식,카드,
,7.6,업무협조 관련 지역특산품 구입,"100,000",,빛고을루시아,카드,
,7.7,인사위원회 회의결과 업무추진관계관 오찬 간담,"464,000",15,예지원,카드,
,7.7,U대회 성공개최 1주년 기념 신문좌담회(오찬),"223,000",8,쌍학,카드,
,7.7,하반기 정기인사 관련 자치구 인사관계자 만찬 간담,"131,000",5,함평천지한우,카드,
,7.8,시정홍보 시 출입기자 오찬 간담,"164,000",6,상무생복집,카드,
,7.11,조직정원 조정 관련 중앙부처 관계자 오찬 간담,"170,000",5,포도나무,카드,
,7.11,시정현안 홍보 오찬 간담회,"250,000",10,원양,카드,
,7.12,복지정책 논의 만찬 간담회,"260,000",8,아리랑한정식,카드,
,7.13,정기인사 시행 관련 업무관계자 만찬 간담,"132,000",4,한상차림,카드,
,7.13,체육정책 논의 만찬 간담회,"175,000",6,송하,카드,
,7.13,지방공무원 임용시험 관련 업무협의 만찬간담,"76,000",4,목포갯벌낙지,카드,
,7.14,문화정책 논의 오찬 간담회 등,"51,700",3,빛고을흑염소외 1,카드,
,7.15,시정연론청취 시 출입기자 오찬 간담,"86,000",4,연화,카드,
,7.16,시정 업무협조 및 홍보 등 직역특산품 구입 전달,"200,000",,빛고을루시아,카드,
,7.18,개방형직원 공모 관련 업무협의 만찬간담,"142,000",4,땅끝마을,카드,
,7.21,시출입 지방사 1진 오찬간담회,"412,000",12,나룻배,카드,
,7.22,마을공동체 추진 만찬 간담회,"68,000",4,장씨복집,카드,
,7.27,빛고을장학회 운영 관련 업무관계자 오찬 간담,"80,000",6,한상차림,카드,
,7.27,정기인사 시행 관련 업무협의 오찬 간담,"156,000",7,물레방아,카드,
,7.29,시책관련 방문인사 증정용 기념품 구입(스카프),"1,500,000",,아트컴퍼니모이모,카드,
,7.29,시정여론동향 청취를 위한 정보기관 관계자 만찬 간담,"160,000",5,한상차림,카드,
,5.27,비서실 내방객 접대용 다과재료 등 구입,"950,000",,푸드마켓,카드,
,5.27,비서실 내방객 접대용 다과 구입,"760,000",,이룸카페,카드,
,5.3,내방인사 증정용 기념품 구입(커피잔),"1,320,000",,제일MRO오피스,카드,
,5.3,비서실 내방 외빈 접대용 건강차류 구입,"350,000",,보성녹차,카드,
,5.3,주요 현안업무 추진부서 격려,"530,000",18,더한우사랑,카드,
,6.8,한중지사 성장회의 참석직원 격려 오찬,"69,000",8,삼청동스시,카드,
,6.9,시도공무원친선체육대회참가 선수단 격려 만찬,"1,670,000",98,목우촌,카드,
,6.1,명예퇴직 및 공로연수 예정공무원 격려오찬,"1,600,000",45,예지원,카드,
,6.13,현안업무 추진 격려 간식 구입,"184,000",,시루와절구,카드,
,6.13,근조화환 구입,"900,000",,세종마크사,카드,
,6.13,직원 직원별세 부의금 등(11건),"550,000",,내부직원,현금,
,6.15,광주지방경찰청 간부 만찬간담회,"1,310,000",33,광주밥집,카드,
,6.16,국비확보 담당직원 격려 오찬간담,"47,000",6,장원,카드,
,6.21,공무원임용시험등 현안업무추진 직원격려 만찬 간담,"576,000",23,여수,카드,
,6.21,2016 상반기 퇴직공무원 증정용 기념품 구입,"6,800,000",40,제일MRO오피스,카드,
,6.23,비서실 내방객 접대용 다과재료 등 구입,"1,000,000",,푸드마켓,카드,
,6.27,주요기관장 취임 등 화환 구입,"2,130,000",,파초화원,카드,
,6.28,친환경자동차 서명운동 추진직원격려 간식 구입,"330,000",,호남청과,카드,
,6.28,2016 상반기 퇴직청원경찰 증정용 기념품 구입,"1,020,000",,제일MRO,카드,
,6.29,2016 상반기 퇴직청원경찰 격려 간담회,"380,000",12,예지원,카드,
,6.3,비서실 내방 외빈 접대용 건강차류 구입,"200,000",,다반사,카드,
,5.23,시정협조인사 기념품 구입(머그잔세트),"660,000",,제일MRO,카드,
,5.23,시정시책협조인사 등 증정 기념품 구입(머그잔 2P),"352,000",,제일MRO,카드,
,5.23,시정시책협조인사 등 증정 기념품용 엽서 제작,"3,960,000",,신바람,카드,
,5.24,환경정책 협의 만찬 간담회,"155,000",5,연한정식,카드,
,5.25,자동차산업 관련 오찬 간담회,"56,000",3,백년미가,카드,
,5.26,주력산업 관계자 만찬 간담회,"150,000",5,춘하추동,카드,
,5.27,시정시책협조인사 등 증정 기념품 구입(타이슬링),"600,000",,티나,카드,
,5.27,청년도시 컨퍼런스 추진 관련 업무관계자 만찬 간담,"380,000",10,한상차림,카드,
,5.27,시정홍보 만찬 간담회,"358,000",12,여수계동,카드,
,5.29,시정현안 청취 및 협의 간담회,"249,050",14,명덕외,카드,
,5.3,도시철도2호선 차량형식 검토자문위원 업무협의 간담,"465,000",15,섬진강,카드,
,5.3,남도장학회 이사회 운영 관련 만찬 간담,"278,000",7,해뜰날,카드,
,5.3,시민사회단체 관계자 오찬 간담회,"80,000",4,춘하추동,카드,
,5.31,인사위원회 회의관련 업무추진관계관 업무협의 간담,"460,000",15,조선한정식,카드,
,5.31,환경단체 관계자 만찬 간담회,"26,000",2,코발트,카드,
,6.1,지역경제 유관기관 관계자 만찬 간담회,"144,000",4,정봉순바다장어,카드,
,6.2,시정여론청취 시 출입기자 만찬간담,"300,000",8,옥과한우촌,카드,
,6.2,문화단체 관계자 오찬 간담회,"111,000",4,명송생복집,카드,
,6.3,내집앞쓸기 사업추진 관련 관계자 오찬간담,"91,000",7,우리강다슬기,카드,
,6.3,시정현안 청취 오찬간담회,"26,000",3,빛고을흑염소,카드,
,6.7,시정 홍보 오찬 간담회,"175,000",6,김가원,카드,
,6.7,시정홍보 시 출입기자 오찬 간담,"177,000",5,고다미,카드,
,6.8,시정 주요현안 논의 유관기관장 업무협의 간담,"472,000",15,청담정,카드,
,6.8,교통정책 관계자 만찬 간담회,"136,000",4,풍요,카드,
,6.8,시정 여론수렴 출입기자 오찬 간담,"40,000",2,원양,카드,
,6.9,시정시책협조인사 등 기념품(넥타이) 구입,"3,850,000",,아트컴퍼니모이모,카드,
,6.9,시정시책협조인사 등 기념품(스카프) 구입,"2,500,000",,아트컴퍼니모이모,카드,
,6.9,사회복지기관 관계자 만찬 간담회,"105,000",4,아리랑,카드,
,6.1,제2순환도로 재정경감대책 회의 관계자 업무협의 간담,"460,000",18,제주도세기마을,카드,
,6.1,체육회 관계자 오찬 간담회,"166,000",6,강태공,카드,
,6.13,시정시책협조인사 등 기념품(천기수병) 구입,"600,000",,진다리필공방,카드,
,6.13,시NGO지원센터 운영 관련 업무협의 만찬간담,"220,000",6,쌍학,카드,
,6.13,시정현안 협의 오.만찬 간담회,"234,000",10,경복궁외,카드,
,6.14,기후변화대응범시민협의회 업무추진관계관 업무협의 간담,"396,000",14,김가원,카드,
,6.14,국비확보 오찬 간담회,"75,000",3,백년미가,카드,
,6.14,시정홍보를 위한 시 출입기자 오찬간담,"72,000",4,향초밥집,카드,
,6.15,살기좋은마을만들기위원회 업무추진관계관 오찬 간담,"290,000",14,예지원,카드,
,6.16,청년일자리창출 및 시정현안 청취 간담회,"119,000",8,아리랑,카드,
,6.16,아셈문화장관회의 등 홍보만찬 간담회,"200,000",8,제주항해물탕,카드,
,6.17,시정시책협조인사 등 기념품(환경비누) 구입,"360,000",,제일MRO오피스,카드,
,6.22,16년하반기 정기인사 시행 관련 업무관계자 만찬 간담,"79,000",5,광양숯불구이,카드,
,6.23,광조우 자매결연 20주년 행사 홍보 오찬간담회 등,"465,000",17,다원각외,카드,
,6.27,시정홍보를 위한 시 출입기자 오찬간담,"75,000",5,향초밥집,카드,
,6.28,시민단체 관계자 간담회 등,"215,000",11,황토길외,카드,
,6.28,공무원노조 대책수립 관련 업무협의 오찬간담,"97,000",4,연화,카드,
,4.23,청년인재육성과 휴일근무직원 격려 만찬,"89,000",5,가매스시,카드,
,5.11,제1회 추경예산편성 업무추진 직원격려 간식 구입,"70,000",,시루연,카드,
,5.12,친환경자동차 선도도시 서명운동 추진 직원 격려 만찬 간담,"96,000",6,장모님밥상,카드,
,5.13,자치행정국장실 방문객 제공 다과재료 등 구입,"341,550",,푸드마켓,카드,
,5.13,청년인재육성과 휴일근무직원 격려 만찬,"53,000",3,가매야,카드,
,5.2,교육고시 업무추진 직원격려 오찬간담,"87,000",7,짱뚱어,카드,
,5.2,직원 부친별세 부의금 등(4건),"200,000",4,내부직원,현금,
,4.21,시정현안 의견청취 간담회,"89,000",10,청석골낙지외 2개소,카드,
,4.21,청년창업사업 협업논의 만찬 간담회,"78,720",4,베네치아,카드,
,4.22,시책관련 방문인사 증정용 기념품(넥타이) 구입,"3,850,000",,아트컴퍼니모이모,카드,
,4.22,체육정책 논의 만찬 간담회,"190,000",4,금당산가는길,카드,
,4.26,명예시민증 수여 만찬간담회,"687,000",20,선궁,카드,
,4.26,시민소통 강화를 위한 오찬간담회,"45,000",4,여수계동,카드,
,4.27,시정여론수렴 중앙사 기자단 오찬 간담,"250,000",9,해송생복집,카드,
,4.27,지방공무원 임용시험 관련 업무협의 만찬간담,"333,000",9,산들가정식백반,카드,
,4.28,시책관련 방문인사 증정용 기념품(넥타이) 구입,"3,850,000",,아트컴퍼니모이모,카드,
,4.28,친환경자동차 선도도시 조성관련 업무협조 관련 오찬간담,"140,000",7,원양,카드,
,4.28,복지정책 논의 만찬 간담회,"160,000",5,아리랑한정식,카드,
,4.28,시정운영 관련 정보기관 관계자 만찬간담,"515,000",13,백년미가,카드,
,4.29,체육정책 협의 만찬 간담회,"75,000",4,연한정식,카드,
,5.2,시 자원봉사센터 직원과 오찬 간담,"234,000",13,금다연,카드,
,5.2,문화정책 협의 만찬 간담회,"54,000",3,상무생복집,카드,
,5.3,시정홍보 만찬 간담회,"350,000",10,무등한정식,카드,
,5.9,중앙사 기자단 오찬간담,"521,000",16,향초밥집,카드,
,5.1,광주청년센터 운영지원 관련 관계자 오찬간담,"52,000",3,상무생복집,카드,
,5.11,업무협조 관련 지역특산품 구입,"200,000",4,빛고을루시아,카드,
,5.11,지방사 2진 기자단 오찬간담,"352,000",11,백년미가,카드,
,5.11,계약심의 관련 업무관계자 만찬간담,"135,000",5,한상차림,카드,
,5.12,이노비즈센터 개관식 준비 관계관 격려 만찬,"152,000",5,원이네,카드,
,5.12,청년위원 만찬간담회 개최,"382,000",11,마천루,카드,
,5.12,퇴직예정자 연금설명회 개최 관련 업무관계자 만찬간담,"324,000",9,완도노화횟집,카드,
,5.13,시정현안 청취 간담회,"56,000",4,안뜨레,카드,
,5.13,시정협조인사 기념품 구입(작품액자),"2,310,000",,삼오액자,카드,
,5.16,경제활성화 관련 오찬 간담회,"40,000",2,아리랑한정식,카드,
